Age,Gender,Marital_Status,Customer_Region,Product_Category,Preferred_Payment_Method,Preferred_Delivery_Option,Device_Used,Annual_Income,Spending_Score,Average_Order_Value,Number_of_Orders,Review_Score,Age_Group,Engagement_Level,High_Spender,Cluster
28,1,1,North America,Beauty,Net Banking,Same-Day,Tablet,140816,73,562.79,68,2,26-35,Active,1,2
48,0,1,North America,Beauty,Debit Card,Standard,Desktop,95415,54,236.45,64,2,46-60,Occasional,0,3
55,0,0,Asia,Sports,Credit Card,Express,Desktop,117618,16,974.01,97,4,46-60,Active,0,3
32,0,1,South America,Fashion,Net Banking,Express,Desktop,86801,100,693.95,57,3,26-35,Active,1,2
36,1,0,Europe,Home,Credit Card,Standard,Mobile,173549,72,521.29,76,3,36-45,Occasional,1,1
50,0,0,South America,Beauty,PayPal,Same-Day,Desktop,180714,22,540.92,30,3,46-60,Occasional,0,3
43,1,0,Asia,Beauty,Net Banking,Same-Day,Mobile,30207,3,427.66,54,1,36-45,Active,0,2
37,1,1,North America,Home,Debit Card,Express,Tablet,192693,86,984.33,30,1,36-45,Occasional,1,1
42,0,0,Asia,Electronics,Credit Card,Standard,Mobile,178363,12,672.64,4,2,36-45,Occasional,0,1
40,0,1,Asia,Beauty,Credit Card,Standard,Desktop,195937,93,229.59,58,3,36-45,Occasional,0,1
68,0,0,South America,Beauty,Debit Card,Standard,Mobile,189221,15,126.35,29,4,60+,Active,0,0
50,0,1,North America,Sports,PayPal,Same-Day,Desktop,143760,56,109.11,48,1,46-60,Active,0,3
37,1,1,North America,Electronics,Credit Card,Same-Day,Desktop,103236,41,348.15,37,5,36-45,Active,0,2
65,1,0,North America,Electronics,Debit Card,Standard,Mobile,121452,11,411.9,88,1,60+,Highly Active,0,0
21,1,0,Asia,Beauty,Credit Card,Same-Day,Tablet,148540,94,840.12,69,2,18-25,Highly Active,1,2
48,0,1,North America,Sports,Debit Card,Standard,Tablet,98655,38,542.01,1,2,46-60,Occasional,0,3
33,1,1,North America,Sports,Debit Card,Standard,Tablet,43651,14,951.56,98,4,26-35,Occasional,0,1
41,1,0,North America,Electronics,Credit Card,Standard,Desktop,62113,75,20.51,80,4,36-45,Occasional,0,1
40,0,1,North America,Fashion,Debit Card,Express,Tablet,183646,10,637.06,36,5,36-45,Active,0,2
31,0,1,South America,Beauty,Net Banking,Same-Day,Tablet,199788,4,673.39,32,3,26-35,Occasional,0,1
48,1,1,Europe,Sports,Credit Card,Standard,Mobile,37502,92,769.56,31,1,46-60,Occasional,1,3
67,1,1,Asia,Beauty,Debit Card,Same-Day,Mobile,194945,34,836.33,38,3,60+,Occasional,0,0
40,0,0,Europe,Home,Credit Card,Same-Day,Desktop,85813,98,164.41,27,1,36-45,Active,0,2
53,0,0,Asia,Home,Net Banking,Express,Mobile,63772,55,134.39,91,4,46-60,Highly Active,0,3
19,1,0,Europe,Electronics,PayPal,Standard,Tablet,121862,6,895.04,85,3,18-25,Active,0,2
28,1,0,Asia,Fashion,PayPal,Express,Desktop,168425,7,643.54,22,5,26-35,Occasional,0,1
49,0,0,Europe,Home,Debit Card,Express,Desktop,29211,16,49.97,53,1,46-60,Active,0,3
34,1,1,Europe,Sports,Debit Card,Same-Day,Desktop,112688,50,383.53,44,3,26-35,Active,0,2
23,1,0,South America,Fashion,Credit Card,Same-Day,Tablet,57502,16,664.89,52,4,18-25,Occasional,0,1
28,1,1,North America,Home,Debit Card,Standard,Tablet,97449,30,112.83,34,5,26-35,Occasional,0,1
60,1,0,Asia,Home,Net Banking,Standard,Tablet,167315,63,242.94,88,1,46-60,Occasional,0,3
66,1,0,Asia,Electronics,PayPal,Express,Mobile,119539,25,679.83,31,5,60+,Active,0,0
64,1,0,Europe,Beauty,Net Banking,Same-Day,Desktop,117588,100,890.65,87,1,60+,Occasional,1,0
63,0,0,North America,Home,Net Banking,Same-Day,Desktop,40776,92,134.24,96,5,60+,Active,0,0
38,0,0,Europe,Home,Debit Card,Same-Day,Tablet,178414,71,164.57,89,4,36-45,Occasional,0,1
18,0,1,North America,Sports,PayPal,Express,Desktop,27024,51,757.0,14,3,18-25,Occasional,0,1
67,0,0,North America,Sports,Credit Card,Express,Desktop,30827,16,388.2,30,4,60+,Occasional,0,0
22,0,0,Asia,Fashion,Debit Card,Express,Desktop,115201,14,806.85,47,4,18-25,Active,0,2
42,0,1,Asia,Fashion,PayPal,Same-Day,Tablet,95155,52,357.92,68,4,36-45,Occasional,0,1
61,0,1,South America,Beauty,Debit Card,Standard,Desktop,54989,69,988.13,96,1,60+,Occasional,1,0
55,0,0,Europe,Electronics,Debit Card,Express,Tablet,128169,84,129.85,22,5,46-60,Occasional,0,3
62,0,0,Europe,Sports,Debit Card,Express,Desktop,156027,55,651.3,25,3,60+,Active,1,0
68,1,0,South America,Beauty,Net Banking,Express,Desktop,119774,44,290.16,46,5,60+,Active,0,0
30,0,1,South America,Home,Credit Card,Standard,Tablet,23518,50,281.41,80,1,26-35,Active,0,2
38,0,1,Europe,Fashion,PayPal,Same-Day,Desktop,100528,43,98.4,70,1,36-45,Occasional,0,1
59,0,1,Europe,Fashion,Debit Card,Same-Day,Mobile,96637,50,188.63,87,3,46-60,Active,0,3
19,0,1,South America,Home,Credit Card,Same-Day,Tablet,51384,86,726.68,99,2,18-25,Active,1,2
49,1,1,South America,Home,PayPal,Express,Mobile,23487,39,413.09,40,2,46-60,Occasional,0,3
65,1,1,Europe,Beauty,Credit Card,Same-Day,Mobile,103763,92,442.19,22,4,60+,Active,0,0
51,1,1,Asia,Fashion,Debit Card,Standard,Desktop,91235,98,289.62,10,4,46-60,Occasional,0,3
25,1,1,South America,Electronics,PayPal,Express,Desktop,69985,70,374.3,11,4,18-25,Occasional,0,1
26,1,1,North America,Sports,Net Banking,Standard,Desktop,136540,57,803.48,67,2,26-35,Occasional,1,1
46,1,1,South America,Sports,Debit Card,Express,Mobile,149921,86,824.73,53,3,46-60,Occasional,1,3
25,0,0,Europe,Sports,Debit Card,Same-Day,Tablet,112894,77,708.48,28,5,18-25,Occasional,1,1
49,0,0,Asia,Home,Credit Card,Same-Day,Mobile,32257,15,863.7,68,2,46-60,Active,0,3
24,1,1,Europe,Beauty,Net Banking,Same-Day,Mobile,54967,76,941.24,18,4,18-25,Occasional,1,1
27,1,0,South America,Electronics,Credit Card,Express,Mobile,178432,38,966.55,66,4,26-35,Occasional,0,1
48,0,1,Asia,Home,Debit Card,Standard,Mobile,189361,46,308.57,58,4,46-60,Active,0,3
18,0,1,South America,Beauty,PayPal,Same-Day,Tablet,184573,33,482.86,92,3,18-25,Occasional,0,1
52,0,0,South America,Electronics,PayPal,Standard,Desktop,166661,76,102.43,9,3,46-60,Occasional,0,3
19,1,1,Asia,Electronics,Debit Card,Standard,Desktop,164522,6,498.01,59,2,18-25,Occasional,0,1
30,1,1,South America,Fashion,Credit Card,Same-Day,Desktop,144790,56,486.29,33,3,26-35,Occasional,0,1
29,0,1,South America,Beauty,Debit Card,Same-Day,Tablet,158420,15,535.35,81,3,26-35,Occasional,0,1
53,1,1,Asia,Fashion,Debit Card,Express,Desktop,34975,66,337.39,34,1,46-60,Occasional,0,3
33,1,0,Asia,Sports,Net Banking,Standard,Mobile,77565,14,460.77,12,3,26-35,Occasional,0,1
30,1,1,North America,Fashion,Credit Card,Express,Mobile,121451,9,772.96,46,4,26-35,Occasional,0,1
31,0,1,South America,Electronics,Debit Card,Express,Mobile,42439,60,68.43,8,5,26-35,Occasional,0,1
41,0,0,North America,Fashion,Net Banking,Same-Day,Tablet,31717,64,840.5,73,1,36-45,Active,1,2
25,1,0,Asia,Sports,Credit Card,Standard,Tablet,60858,20,468.22,30,5,18-25,Occasional,0,1
44,0,0,Europe,Home,Credit Card,Standard,Mobile,190930,34,879.9,12,3,36-45,Occasional,0,1
26,1,1,Asia,Home,PayPal,Express,Desktop,140814,71,667.85,62,4,26-35,Occasional,1,1
56,0,0,Asia,Fashion,Credit Card,Standard,Mobile,91957,28,677.87,79,3,46-60,Occasional,0,3
32,0,0,North America,Electronics,Credit Card,Same-Day,Tablet,63545,11,130.99,84,4,26-35,Occasional,0,1
56,1,1,South America,Electronics,Credit Card,Standard,Tablet,68005,21,738.7,22,3,46-60,Highly Active,0,3
55,1,1,Asia,Sports,PayPal,Same-Day,Mobile,65199,98,625.74,13,4,46-60,Occasional,1,3
20,0,0,South America,Home,Credit Card,Express,Desktop,46831,65,111.65,34,1,18-25,Active,0,2
58,0,0,Europe,Electronics,Credit Card,Same-Day,Desktop,65167,46,230.63,87,4,46-60,Occasional,0,3
55,0,1,North America,Electronics,PayPal,Same-Day,Desktop,54618,17,699.22,68,2,46-60,Occasional,0,3
53,1,0,Asia,Fashion,Debit Card,Express,Tablet,184237,25,20.4,70,2,46-60,Occasional,0,3
32,1,1,Europe,Home,Credit Card,Standard,Mobile,105760,43,432.85,61,2,26-35,Active,0,2
47,0,0,Europe,Sports,Credit Card,Express,Mobile,151891,97,627.38,17,1,46-60,Active,1,3
45,0,0,Europe,Fashion,Debit Card,Same-Day,Tablet,154984,88,830.15,92,1,36-45,Occasional,1,1
62,0,1,Asia,Sports,Credit Card,Express,Mobile,195150,72,690.99,51,4,60+,Occasional,1,0
56,0,0,Europe,Sports,PayPal,Same-Day,Tablet,112251,2,727.18,43,1,46-60,Highly Active,0,3
62,0,1,Asia,Home,PayPal,Standard,Desktop,115227,55,332.71,76,5,60+,Active,0,0
56,0,0,Europe,Fashion,Net Banking,Express,Desktop,147156,57,55.11,27,4,46-60,Active,0,3
60,1,1,Asia,Sports,Net Banking,Express,Tablet,75951,78,438.48,99,3,46-60,Active,0,3
59,1,0,North America,Sports,Net Banking,Express,Desktop,68091,49,447.14,28,4,46-60,Occasional,0,3
43,1,0,South America,Electronics,Debit Card,Express,Tablet,182071,99,459.01,68,5,36-45,Highly Active,0,2
56,1,1,Europe,Electronics,PayPal,Standard,Desktop,106779,40,436.31,65,3,46-60,Occasional,0,3
47,1,0,South America,Fashion,Net Banking,Same-Day,Mobile,84814,68,573.09,4,4,46-60,Occasional,1,3
33,0,1,Europe,Electronics,Net Banking,Standard,Tablet,138958,31,979.22,97,4,26-35,Active,0,2
56,1,1,South America,Beauty,Debit Card,Same-Day,Mobile,46475,17,739.61,96,5,46-60,Active,0,3
39,1,1,North America,Electronics,PayPal,Express,Desktop,157387,82,722.89,8,4,36-45,Highly Active,1,2
59,0,0,Asia,Home,Net Banking,Same-Day,Desktop,56928,60,980.44,10,2,46-60,Highly Active,1,3
46,0,1,Europe,Home,Debit Card,Same-Day,Mobile,128027,41,44.55,46,3,46-60,Occasional,0,3
38,0,1,South America,Fashion,Debit Card,Express,Tablet,180512,99,347.33,96,4,36-45,Occasional,0,1
39,0,0,Asia,Fashion,PayPal,Standard,Desktop,193871,35,871.43,33,3,36-45,Active,0,2
63,0,0,South America,Sports,Credit Card,Same-Day,Mobile,45869,53,166.05,3,3,60+,Occasional,0,0
36,0,0,North America,Home,Debit Card,Standard,Mobile,175230,46,713.19,96,1,36-45,Active,0,2
24,0,1,Asia,Fashion,Credit Card,Express,Desktop,58985,14,802.5,84,5,18-25,Active,0,2
53,1,1,North America,Home,Debit Card,Express,Desktop,62526,13,843.84,59,2,46-60,Occasional,0,3
42,1,0,North America,Home,Net Banking,Standard,Mobile,180838,97,309.55,78,3,36-45,Occasional,0,1
40,1,0,Asia,Electronics,PayPal,Same-Day,Desktop,20180,13,697.44,96,3,36-45,Occasional,0,1
68,0,1,South America,Fashion,Credit Card,Express,Tablet,33851,66,901.4,2,2,60+,Active,1,0
19,0,1,North America,Home,PayPal,Express,Desktop,48117,82,701.16,97,3,18-25,Occasional,1,1
45,1,0,Asia,Fashion,Debit Card,Same-Day,Tablet,124539,80,453.64,18,4,36-45,Highly Active,0,2
56,0,0,Europe,Sports,Net Banking,Standard,Desktop,41155,16,718.27,42,3,46-60,Occasional,0,3
20,0,1,North America,Beauty,Net Banking,Same-Day,Tablet,98675,100,397.44,32,2,18-25,Active,0,2
37,1,1,South America,Fashion,Net Banking,Express,Desktop,186835,65,632.92,96,3,36-45,Active,1,2
41,0,0,North America,Home,Debit Card,Same-Day,Desktop,100925,30,738.07,27,3,36-45,Highly Active,0,2
55,0,1,South America,Home,Credit Card,Express,Mobile,47752,2,721.11,10,3,46-60,Highly Active,0,3
29,1,0,North America,Electronics,Credit Card,Same-Day,Mobile,75032,55,166.53,86,4,26-35,Active,0,2
64,1,0,Europe,Fashion,Debit Card,Standard,Tablet,189631,68,608.49,42,4,60+,Active,1,0
34,1,1,North America,Electronics,Net Banking,Standard,Tablet,136301,31,19.0,3,3,26-35,Occasional,0,1
49,0,0,South America,Sports,Net Banking,Express,Desktop,91934,13,732.41,49,2,46-60,Active,0,3
57,0,1,Europe,Beauty,Net Banking,Same-Day,Tablet,174611,56,995.96,63,1,46-60,Active,1,3
22,1,1,South America,Sports,Credit Card,Same-Day,Tablet,45846,75,319.78,74,4,18-25,Occasional,0,1
53,1,0,Europe,Home,Credit Card,Standard,Mobile,109319,43,722.43,17,2,46-60,Occasional,0,3
26,1,0,Asia,Fashion,Net Banking,Same-Day,Tablet,113966,14,786.32,95,3,26-35,Occasional,0,1
52,0,0,Asia,Beauty,Net Banking,Standard,Tablet,99554,90,114.01,99,1,46-60,Active,0,3
61,1,0,South America,Sports,Credit Card,Same-Day,Tablet,78138,73,652.3,18,5,60+,Occasional,1,0
62,0,0,North America,Home,Credit Card,Standard,Tablet,75411,55,644.61,67,4,60+,Occasional,1,0
36,0,0,North America,Beauty,Net Banking,Standard,Desktop,67092,84,341.83,75,2,36-45,Occasional,0,1
33,0,0,Europe,Sports,PayPal,Express,Tablet,64621,52,783.29,35,3,26-35,Occasional,1,1
65,1,0,South America,Home,Debit Card,Same-Day,Tablet,176143,43,190.25,10,1,60+,Occasional,0,0
26,1,0,Europe,Electronics,Debit Card,Standard,Desktop,105914,41,109.39,52,2,26-35,Occasional,0,1
66,0,1,North America,Home,Debit Card,Standard,Tablet,195041,86,292.15,58,2,60+,Active,0,0
28,0,0,South America,Home,Credit Card,Express,Mobile,102390,5,303.16,73,2,26-35,Active,0,2
62,1,0,Asia,Home,Net Banking,Same-Day,Tablet,73223,73,469.75,75,4,60+,Active,0,0
35,0,1,Asia,Beauty,Credit Card,Standard,Desktop,88757,70,298.25,39,2,26-35,Active,0,2
60,1,0,South America,Sports,Net Banking,Express,Mobile,196289,40,22.54,84,4,46-60,Highly Active,0,3
67,1,1,South America,Sports,Debit Card,Same-Day,Desktop,161927,94,174.44,73,1,60+,Occasional,0,0
27,0,0,Asia,Home,Debit Card,Express,Tablet,162144,85,701.43,50,4,26-35,Occasional,1,1
23,0,1,Europe,Fashion,Net Banking,Express,Tablet,121206,95,815.48,46,5,18-25,Occasional,1,1
31,0,0,Europe,Fashion,Net Banking,Standard,Desktop,43167,67,659.85,75,4,26-35,Highly Active,1,2
29,0,1,Europe,Home,Net Banking,Standard,Tablet,21890,70,551.7,23,5,26-35,Occasional,1,1
43,1,0,South America,Sports,Debit Card,Standard,Tablet,70568,6,293.19,23,1,36-45,Active,0,2
63,1,1,Asia,Beauty,PayPal,Same-Day,Desktop,53962,49,720.65,15,1,60+,Active,0,0
45,0,1,South America,Sports,PayPal,Same-Day,Tablet,32449,37,163.48,15,1,36-45,Active,0,2
28,0,1,Europe,Home,PayPal,Express,Mobile,140526,96,460.95,30,5,26-35,Occasional,0,1
41,0,1,South America,Fashion,Debit Card,Express,Mobile,105682,94,703.71,76,4,36-45,Occasional,1,1
21,0,0,North America,Sports,PayPal,Standard,Mobile,54876,96,331.15,9,1,18-25,Active,0,2
65,1,1,North America,Beauty,Debit Card,Same-Day,Mobile,65327,10,335.3,92,5,60+,Occasional,0,0
33,0,0,Asia,Electronics,Credit Card,Standard,Desktop,141879,84,602.97,73,2,26-35,Occasional,1,1
22,1,0,North America,Sports,PayPal,Standard,Tablet,131921,48,347.97,79,5,18-25,Occasional,0,1
36,1,1,Europe,Beauty,Debit Card,Same-Day,Desktop,27659,17,811.96,38,3,36-45,Occasional,0,1
61,1,0,South America,Fashion,Debit Card,Same-Day,Tablet,120813,42,34.99,75,1,60+,Occasional,0,0
65,0,0,South America,Home,Credit Card,Express,Mobile,107886,47,160.86,94,1,60+,Active,0,0
32,1,0,Europe,Beauty,Debit Card,Standard,Desktop,65149,50,357.72,23,5,26-35,Occasional,0,1
20,1,1,South America,Electronics,Credit Card,Standard,Mobile,104116,68,715.14,47,4,18-25,Occasional,1,1
36,0,1,Europe,Fashion,Debit Card,Same-Day,Desktop,163576,7,146.8,79,4,36-45,Occasional,0,1
69,0,1,South America,Fashion,PayPal,Standard,Mobile,191581,1,392.8,57,3,60+,Active,0,0
63,0,1,Europe,Home,Debit Card,Same-Day,Tablet,122101,65,639.54,95,3,60+,Active,1,0
49,0,0,South America,Sports,Debit Card,Same-Day,Tablet,35776,58,840.8,65,5,46-60,Active,1,3
62,0,1,Europe,Electronics,Debit Card,Express,Tablet,134393,90,868.21,10,1,60+,Occasional,1,0
26,1,1,North America,Sports,Net Banking,Same-Day,Tablet,195163,9,306.31,58,3,26-35,Active,0,2
23,0,0,Europe,Home,PayPal,Standard,Mobile,138347,61,304.19,85,3,18-25,Active,0,2
34,0,1,Asia,Fashion,Net Banking,Express,Tablet,171640,55,404.1,81,5,26-35,Active,0,2
55,1,1,South America,Electronics,Credit Card,Same-Day,Tablet,189793,52,35.22,2,1,46-60,Active,0,3
40,0,0,South America,Fashion,Credit Card,Express,Tablet,84882,61,548.52,17,5,36-45,Active,1,2
21,0,1,Asia,Fashion,PayPal,Same-Day,Tablet,111179,71,694.45,62,3,18-25,Highly Active,1,2
63,1,1,South America,Sports,PayPal,Express,Mobile,156917,74,108.32,78,2,60+,Highly Active,0,0
45,0,0,Europe,Electronics,Net Banking,Same-Day,Tablet,95166,19,593.54,8,2,36-45,Occasional,0,1
59,1,1,North America,Fashion,PayPal,Standard,Tablet,21505,36,869.39,15,4,46-60,Occasional,0,3
48,1,1,Asia,Home,Net Banking,Express,Tablet,145010,73,163.91,74,5,46-60,Occasional,0,3
41,1,0,Europe,Home,PayPal,Express,Tablet,136467,82,838.07,29,1,36-45,Occasional,1,1
64,1,0,Europe,Sports,Credit Card,Standard,Tablet,190433,12,291.41,46,5,60+,Occasional,0,0
36,1,0,Asia,Sports,Net Banking,Express,Desktop,153593,30,699.89,50,3,36-45,Highly Active,0,2
30,1,0,South America,Electronics,Net Banking,Express,Desktop,52613,72,143.46,50,1,26-35,Active,0,2
69,0,0,Europe,Home,PayPal,Express,Desktop,84347,60,249.93,49,3,60+,Occasional,0,0
60,1,0,Europe,Electronics,PayPal,Standard,Tablet,93178,83,467.28,25,1,46-60,Occasional,0,3
49,1,0,South America,Beauty,Net Banking,Standard,Mobile,176552,26,753.48,18,3,46-60,Occasional,0,3
55,0,1,North America,Home,Credit Card,Same-Day,Tablet,181336,21,293.13,57,3,46-60,Active,0,3
18,0,0,Asia,Sports,Credit Card,Standard,Desktop,106796,49,954.63,67,3,18-25,Occasional,0,1
62,1,1,Europe,Sports,Net Banking,Standard,Tablet,182479,34,195.38,80,4,60+,Active,0,0
32,0,1,Europe,Home,Credit Card,Express,Mobile,77905,64,28.62,4,4,26-35,Active,0,2
42,0,0,North America,Fashion,Credit Card,Express,Desktop,84632,10,631.78,85,5,36-45,Occasional,0,1
55,0,1,Asia,Electronics,Credit Card,Same-Day,Tablet,36145,46,568.88,56,2,46-60,Highly Active,0,3
50,0,0,North America,Beauty,PayPal,Same-Day,Mobile,135217,28,315.3,84,1,46-60,Active,0,3
21,0,1,North America,Fashion,Credit Card,Same-Day,Desktop,169052,2,533.55,67,3,18-25,Occasional,0,1
61,0,1,Asia,Fashion,Credit Card,Same-Day,Tablet,141727,69,78.94,30,4,60+,Active,0,0
49,1,0,Europe,Beauty,PayPal,Express,Desktop,164499,36,637.05,62,3,46-60,Active,0,3
64,0,1,Europe,Fashion,Credit Card,Express,Desktop,28110,12,616.98,96,2,60+,Occasional,0,0
43,1,1,North America,Electronics,Debit Card,Standard,Mobile,66361,1,519.26,33,2,36-45,Occasional,0,1
29,0,1,Europe,Fashion,Net Banking,Express,Tablet,100893,51,644.28,68,5,26-35,Occasional,0,1
60,0,1,Asia,Fashion,PayPal,Express,Mobile,35260,72,509.8,19,4,46-60,Occasional,1,3
20,1,0,South America,Home,PayPal,Same-Day,Desktop,90979,72,586.18,18,4,18-25,Highly Active,1,2
27,1,0,South America,Home,PayPal,Same-Day,Desktop,45529,24,966.69,97,4,26-35,Occasional,0,1
22,1,0,North America,Fashion,Credit Card,Express,Mobile,109849,20,453.37,25,4,18-25,Active,0,2
67,0,0,Europe,Fashion,PayPal,Standard,Desktop,162177,8,782.05,52,5,60+,Occasional,0,0
24,1,1,South America,Sports,PayPal,Same-Day,Mobile,192751,73,841.89,40,1,18-25,Active,1,2
69,0,1,Asia,Beauty,PayPal,Standard,Tablet,34690,10,462.04,87,2,60+,Occasional,0,0
57,0,0,South America,Beauty,Debit Card,Standard,Mobile,109610,14,13.62,51,4,46-60,Active,0,3
41,1,0,Asia,Beauty,PayPal,Standard,Desktop,55064,26,853.23,24,4,36-45,Active,0,2
44,0,0,South America,Fashion,Net Banking,Standard,Tablet,188995,2,116.2,35,5,36-45,Occasional,0,1
31,0,0,South America,Beauty,Debit Card,Same-Day,Tablet,63923,69,951.68,88,4,26-35,Occasional,1,1
60,1,0,Europe,Home,PayPal,Standard,Tablet,121846,42,717.6,5,4,46-60,Active,0,3
63,1,0,Asia,Electronics,Net Banking,Standard,Mobile,190263,74,773.13,50,5,60+,Active,1,0
50,1,1,Asia,Sports,Credit Card,Same-Day,Mobile,93528,68,813.32,3,5,46-60,Highly Active,1,3
48,1,1,Asia,Beauty,Net Banking,Standard,Tablet,118398,30,465.18,56,1,46-60,Occasional,0,3
29,1,0,Asia,Electronics,Net Banking,Same-Day,Tablet,41392,94,748.19,52,1,26-35,Active,1,2
28,1,1,South America,Beauty,Debit Card,Express,Desktop,79103,17,841.39,47,3,26-35,Active,0,2
35,1,0,South America,Fashion,PayPal,Same-Day,Tablet,98928,71,367.77,38,5,26-35,Active,0,2
27,1,1,Asia,Home,Net Banking,Same-Day,Tablet,46145,42,771.13,75,5,26-35,Occasional,0,1
41,1,0,North America,Sports,PayPal,Same-Day,Mobile,195025,91,613.43,1,3,36-45,Occasional,1,1
57,0,1,South America,Home,PayPal,Same-Day,Mobile,174943,26,915.2,70,1,46-60,Occasional,0,3
62,0,0,North America,Fashion,Net Banking,Express,Tablet,119477,93,353.01,65,1,60+,Active,0,0
55,0,1,North America,Fashion,Credit Card,Express,Tablet,63774,23,38.47,62,5,46-60,Occasional,0,3
69,0,0,North America,Fashion,Net Banking,Same-Day,Tablet,182210,96,947.45,22,5,60+,Occasional,1,0
26,1,1,Europe,Electronics,Credit Card,Express,Mobile,144010,34,710.98,79,4,26-35,Active,0,2
34,1,0,Asia,Sports,Credit Card,Same-Day,Desktop,51042,71,415.47,70,1,26-35,Occasional,0,1
33,0,1,Europe,Sports,Debit Card,Same-Day,Mobile,125978,92,978.66,11,3,26-35,Active,1,2
39,1,0,Europe,Electronics,Credit Card,Express,Tablet,36516,52,214.13,75,1,36-45,Active,0,2
56,0,0,North America,Fashion,Net Banking,Same-Day,Desktop,134642,58,63.73,62,1,46-60,Occasional,0,3
49,0,0,South America,Fashion,Net Banking,Same-Day,Tablet,20568,14,789.99,36,5,46-60,Active,0,3
33,0,1,South America,Home,PayPal,Standard,Desktop,143091,17,247.68,97,5,26-35,Occasional,0,1
55,0,0,Europe,Home,PayPal,Express,Tablet,162229,89,31.45,50,2,46-60,Occasional,0,3
40,1,1,North America,Home,Net Banking,Standard,Tablet,114250,69,658.15,9,4,36-45,Active,1,2
50,0,1,Asia,Sports,Credit Card,Express,Mobile,40647,96,603.1,25,3,46-60,Occasional,1,3
52,0,1,Europe,Beauty,Net Banking,Standard,Mobile,185867,17,979.25,89,4,46-60,Occasional,0,3
30,1,1,North America,Electronics,PayPal,Express,Tablet,52336,12,383.29,32,4,26-35,Highly Active,0,2
49,0,1,Europe,Fashion,PayPal,Same-Day,Mobile,176610,15,115.17,61,5,46-60,Highly Active,0,3
66,0,0,North America,Sports,Debit Card,Standard,Mobile,61857,27,996.78,17,1,60+,Occasional,0,0
37,1,0,North America,Beauty,Debit Card,Standard,Tablet,59745,12,35.18,44,2,36-45,Active,0,2
47,0,1,Europe,Fashion,PayPal,Express,Tablet,163385,15,257.65,15,3,46-60,Active,0,3
39,0,0,North America,Beauty,PayPal,Same-Day,Tablet,104706,10,715.2,26,5,36-45,Occasional,0,1
69,0,1,South America,Electronics,PayPal,Same-Day,Desktop,49541,42,55.91,86,5,60+,Active,0,0
52,1,1,Europe,Home,PayPal,Same-Day,Mobile,41739,48,513.27,11,3,46-60,Active,0,3
51,1,1,South America,Electronics,Debit Card,Standard,Tablet,30712,20,852.22,3,5,46-60,Occasional,0,3
26,0,0,Europe,Beauty,PayPal,Same-Day,Desktop,184175,30,924.43,37,5,26-35,Active,0,2
31,1,0,North America,Beauty,PayPal,Same-Day,Tablet,83811,90,265.99,84,4,26-35,Active,0,2
